InteractorA,InteractorB,Label
Q9HCE9,P54274,0
P50897,O75665,0
Q9FTA2,Q9SN74,1
P52272,P43307,1
P50546,P31170,1
Q9UL25,Q9UBK7,0
O95140,Q9BXM7,1
Q92769,P02545,1
Q96RQ3,P19021,0
Q13616,Q8N6T3,0
Q6UB35,Q13469,0
Q9Y230,P31751,0
Q96AX1,P45973,0
Q7L5D6,Q8WVM8,0
Q9BXM7,Q99959,1
Q99608,Q9UPT6,0
Q53EZ4,Q92804,1
O15294,Q13616,0
Q9SHI7,Q1HDT2,1
Q9S744,Q9LYL6,1
Q96BT3,O43504,0
P15056,Q9HBD1,0
Q96F24,Q14CX7,1
Q14974,Q14254,0
P11177,O14641,0
Q6PKC3,P20290,0
Q12962,Q9UBS3,0
Q9M352,P22738,1
P02775,Q6FII1,0
Q4G0J3,P06733,1
O48844,Q9LT08,1
P53667,Q495M9,0
Q13200,P42336,0
P35914,Q9H6J7,0
Q9NRI5,Q9P2W3,1
Q8IZ48,P32942,0
Q9NYS7,Q9Y383,0
P19525,P09619,1
Q14258,P14373,0
Q8L8Y0,O65569,1
Q9NZ72,Q9HCU9,0
Q9P2H0,Q15910,0
P63162,Q5MIZ7,0
Q8LPR5,P0C7Q8,1
Q8N5H7,Q9Y6A5,0
Q13613,O00559,0
Q2KHN1,Q8N3Y1,0
P61764,Q53S33,1
Q9NRC1,Q9NR31,1
Q8NHH9,Q9Y3C5,0
Q4PSL7,Q43291,1
Q9C7S5,C0LGR3,1
Q9BPW8,Q9H213,0
Q01081,Q8TBB1,0
Q944A6,Q38997,1
P53367,Q8TEB1,0
P53041,Q9BYF1,0
P68400,Q8TDB6,0
Q08117,Q93015,0
Q9NRR6,Q8N3E9,1
Q14444,Q86UP2,1
Q8N1G1,O75078,0
P40926,P25786,0
Q14289,O15530,1
Q8IYI8,O15258,0
Q96BT3,Q9NQ34,0
Q16666,Q13627,0
P21549,Q9Y3C0,0
O43572,P51617,1
Q9FLB1,Q9LQF0,1
Q7L5Y6,P23508,0
Q13216,Q12988,0
P15559,Q5W5X9,0
P33543,C0LGU7,1
Q99963,P56282,0
P48349,Q01525,1
P19419,P62826,0
Q86UY6,P52732,1
Q13131,O60285,1
P24522,O94864,0
O60285,Q9Y297,1
O95352,O14976,1
P92966,Q9XFR5,1
Q39011,Q9C9L2,1
Q9UKV3,O94906,1
Q68CZ1,Q86V48,1
Q8N9I9,P25705,1
O82811,Q9FGS5,1
Q8IY31,Q9Y2T2,0
P49678,Q9LRZ0,1
O94972,P14373,1
Q9UJU6,O15294,1
Q9NSP4,Q7L2Z9,1
P04629,O95816,0
P06576,Q4VC44,0
Q13526,Q9HC98,1
O75400,Q14508,0
Q9UQF2,Q9C086,0
P02775,P18669,0
P04843,Q8NHP6,1
Q9LHQ7,Q96321,1
Q38822,Q38822,1
Q15118,P21953,1
Q8NFP7,P21695,0
Q13618,P27694,1
P83731,P43243,0
Q86TW2,P47736,0
Q53EL9,Q12809,0
Q9H074,Q8WXA9,1
Q9BXR0,Q96P48,0
Q16531,Q9H307,0
Q9UKT4,Q99661,1
P06576,O95182,0
O48946,Q06611,1
Q9FHW7,P0C2G2,1
P62191,P52272,0
O80536,Q9LQT8,1
Q9BZB8,Q9UK22,0
Q02241,Q69YQ0,0
P46108,P55072,0
O14782,Q6NSJ2,0
Q9HC98,P36957,1
Q93VH9,P51430,1
Q86UY6,Q15637,1
Q9Y223,Q16666,0
Q9BQI3,P07196,0
P43243,Q9BW27,0
O22795,P42643,1
P42773,P78406,0
Q9LF30,Q9ZUT9,1
Q8N9T8,Q9BZW7,0
P93002,Q39140,1
Q13546,P28066,1
Q9FDW1,Q9FMP4,1
Q9P0P8,Q86Y56,0
Q15029,P78545,0
Q8TDW5,P50542,1
Q92540,Q9BWC9,0
Q14527,Q02241,0
Q7L2H7,P13994,0
Q9BZD4,Q92667,0
P62753,Q6ICP4,0
Q9NQW6,P62258,0
Q07666,Q5T2W1,0
Q92734,Q86YP4,0
Q7PC86,P43286,1
P81274,O14936,0
O81057,Q9LFV5,1
Q9BQ52,Q9H079,0
Q84JP1,Q9ZVL3,1
Q13123,Q6NUQ1,0
Q9LKR3,Q42551,1
Q14498,Q9ULR0,1
P08621,Q12849,1
Q86XP3,Q9GZS3,1
Q13627,P40855,1
Q5BJF6,Q99627,0
O95429,Q6ZN54,0
P06858,P60953,0
Q9SXB6,C0LGF4,1
Q14181,Q9C0J8,0
Q14244,P56545,1
Q9BWU1,O00212,0
Q2V3B2,Q9LKZ3,1
P57078,P51970,1
O94761,O95169,0
Q676U5,P14373,1
Q9BVG8,P62913,0
Q9BZR9,Q9NYG5,1
Q9H9H4,Q7Z7L1,0
Q9ZTX8,Q38826,1
P49206,P51430,1
Q8GYA4,Q9ZNS0,1
Q8TBC3,P61006,0
O14717,Q96SI1,0
P46527,Q9BYD2,0
C0LGS3,C0LGW6,1
O65665,P46600,1
Q9GZS1,Q9H6T3,1
Q8VZ91,O80542,1
Q9NWW0,Q9UGL9,0
Q9LKJ1,Q9SJH7,1
P25098,Q13137,0
P20290,P07910,1
Q6AWX6,Q94JY4,1
Q9H2L5,P60033,0
Q9SUM5,F4JCN9,1
Q944K2,Q1EC66,1
P14866,Q9NNW5,0
Q5S2C4,Q5S2C3,1
Q14244,P14373,1
Q96B86,Q99595,0
P13569,Q9BPX3,1
Q12849,P56545,0
Q9UHW5,Q99570,0
Q96S44,Q96S55,0
Q9UBC2,P19838,0
Q94BT6,Q39255,1
O04450,Q8LDQ4,1
Q9M7Q3,Q944A6,1
Q9BVJ6,Q13765,0
Q6IQ23,Q13007,0
Q6ZN04,Q9UKM9,0
Q9BPX7,P36542,0
P52788,O43147,0
O95273,P32249,0
Q15758,Q13625,0
O65674,Q9C9W9,1
Q9Y3C7,Q75KN0,0
P61289,P47914,0
Q93091,Q9BQD7,0
P35998,Q86YV5,0
Q14209,Q9UBW8,0
P51957,Q14596,0
Q9LMX5,Q9SCY5,1
P57060,Q8N159,0
Q96BK5,Q6T4P5,0
Q8NEL9,Q9NSE4,0
O14732,P19387,0
P62995,Q9Y6Q5,0
Q9NWQ9,O43657,0
P04629,P54819,1
P18206,P15882,0
P17839,Q93V43,1
O75312,Q96DW6,0
Q96JB5,Q14258,0
Q84Y95,Q8H7F6,1
O00291,P62158,0
Q13227,Q92782,0
Q9NX47,Q9H4I3,1
Q8IYF3,Q9NQZ2,0
Q08623,Q8WUA4,1
P18124,P56945,0
Q9S744,Q42479,1
O22152,O23661,1
Q6ZU80,O43303,1
Q9H267,Q9HAU0,1
Q9NPF4,Q9Y297,0
P15056,P13569,0
Q9UIF7,P23434,0
Q96DI7,Q96G25,1
Q9UQ03,Q9P1Z2,0
Q8RX87,Q1EC66,1
Q16186,P0DPB3,0
Q14684,Q8IZL8,1
P62380,Q15388,0
Q12929,Q8TB24,0
P28331,Q13415,0
P38936,Q9NZM5,0
Q9Y297,P55058,0
Q02241,P17480,1
O95817,Q86TB9,0
Q92630,O00268,1
Q03509,Q9SYS3,1
Q8N9I9,Q8IX04,1
Q8IUH3,Q9P258,0
O60260,P62861,0
Q5XPI4,Q96SB8,0
Q03393,P16152,0
Q9BWF3,P25786,0
P25789,Q9NSE4,0
P30281,Q92598,0
Q7Z434,Q5T447,1
Q13617,Q12846,0
Q5JTZ9,Q00059,1
P26641,Q9Y234,0
P24534,Q9H1E3,0
Q9LYU3,Q9LDM4,1
Q96JG8,P61604,0
Q9NWF9-3,Q14147,0
P78318,P30566,0
Q9LVN2,O23249,1
Q1EC66,Q39165,1
P78362,Q9HAU0,1
Q84JS6,P48002,1
Q9BQ67,Q14244,1
Q13131,Q9UQ80,1
P0CG47,P51884,0
P28066,Q9NRA8,0
P02792,Q9Y265,0
Q96HD1,O60885,0
Q9SKB2,Q3E991,1
O81055,Q9ZPE4,1
P14866,Q8N6V9,0
Q16881,Q14687,0
Q9NZZ3,Q9Y3E7,1
Q9H4L7,Q07666,1
Q6GVN4,Q16594,0
Q9NQ34,P11230,0
P23588,Q13242,1
O60641,Q10567,1
Q9SRK6,P60039,1
P67775,Q8NDT9,0
Q9H0M0,P49757,0
Q8WV44,Q96AP0,0
Q9C0C7,P56537,0
Q14232,Q6N063,0
Q06323,P61769,0
P42773,Q9Y285,0
Q8H156,Q9SQH9,1
Q9BXB5,Q14677,1
O49515,Q7XYY2,1
Q8TAP6,P42704,1
O60381,Q5JTH9,1
C0LGD7,Q9FK10,1
Q9Y6M1,P60900,0
Q8GXF0,Q9SK02,1
P52701,Q12959,0
O94979,Q6ZU80,0
Q8LCL3,Q93VH9,1
Q6IQ23,O95140,0
Q6WKZ4,Q8TAT6,0
Q8N1B4,Q9NYJ8,1
Q8RYC8,Q38826,1
Q9NPI1,P63167,0
Q9M352,Q9SF40,1
P14713,P14712,1
C0LGD9,Q9FN94,1
Q8W420,Q9SK03,1
Q4V328,Q9BZD4,1
O43526,O75528,0
O75146,Q15051,0
O75410,Q9NSV4,0
Q15029,Q9NW64,1
Q86UP2,Q9HD33,0
P62851,Q14203,0
O75427,Q9BPU6,0
Q9NW97,Q9H0I3,0
P61254,P17858,0
P40925,Q9UNI6,0
O04326,Q9SIH4,1
Q8IUF1,Q13200,0
Q9UGJ1,P09012,0
P62424,P21695,0
Q5W0U4,Q9UK73,1
Q9M9R9,Q8GXE2,1
Q96IZ5,Q9BRK4,1
Q58G01,Q05085,1
P11832,Q39026,1
Q96P50,O43427,0
P49598,O80992,1
Q13123,Q96AC6,0
Q9SKX8,Q93W22,1
P08621,Q9NXF1,1
Q9SZ11,Q06611,1
P46937,O43390,1
P43034,Q92535,0
Q13501,Q8N122,1
Q9UQ90,Q6ZRQ5,0
Q9FGD6,Q9FTA2,1
O43264,Q9UJV3,0
O94874,Q13242,1
Q96G74,Q9NVP1,0
Q96AJ1,Q9P0L0,1
P41567,Q8TBC4,0
P48349,Q8GX77,1
Q9BTE0,P24844,0
Q8L9S0,Q8W4I4,1
Q8TES7,Q96PK6,1
Q8LAL2,Q8L9Y3,1
Q15102,Q9UBW8,0
P56945,Q8NHH9,1
Q9UNE7,P62258,1
Q8WVB3,O95994,0
P48664,Q9UQB8,0
P07602,Q9P0T7,0
P41743,Q02241,1
O75956,P18754,1
Q8IUH5,Q7Z7C8,1
Q9Y6K9,Q9NRI5,0
Q9LQL0,Q1EC66,1
P54578,Q13618,1
O04719,Q9SN51,1
P63167,Q9NPJ1,0
Q9Y6H3,Q86VM9,0
Q9XIR8,Q7Y1C5,1
Q9NTZ6,O00499,1
O15287,Q9Y6D9,0
Q8S8E3,Q9MAH8,1
P32970,Q8N1B4,0
Q9HBD1,Q9ULZ2,0
P34896,P00491,0
Q99750,P50453,0
C0SVM5,Q9LJ44,1
O75410,P10636,0
Q9BXM7,P61764,0
Q9STY6,Q1EC66,1
Q96IZ0,Q14240,0
Q969X0,Q14151,0
Q96DB2,P18615,0
C0LGW2,Q9ZPR4,1
O95873,O95084,0
Q9STS3,Q8VY89,1
Q84N34,Q9FZB1,1
Q9FTA2,O82277,1
Q9HB19,Q9BSJ2,1
Q9LXD1,O22241,1
Q7Z7L1,Q14596,0
Q7Z7L1,Q9ULZ2,0
Q99584,O95361,0
Q93YP9,O80592,1
Q96CA5,Q5T4D3,0
Q9P1W9,P61769,0
Q92625,Q8TBB1,1
Q14684,P53367,0
Q3MHD2,Q9Y3A2,1
Q8N5H7,P29323,1
Q92597,Q15345,0
P33992,P25705,1
Q13617,Q86U42,1
Q9UQ80,Q9H078,0
Q6VAB6,Q9UHW5,1
P49903,P26447,0
P14373,Q9BVK6,0
O94762,Q96AP0,0
Q5U5Q3,Q9BXL8,0
Q9LMN8,Q9LFB8,1
Q9Y285,O43719,0
Q8W485,P46639,1
O43719,P55072,0
Q15605,Q86YD1,0
Q9LMA8,Q58G47,1
Q68CZ1,P98082,0
Q9C5U3,Q9SIV2,1
Q6T4P5,Q96A40,0
P53602,Q9C099,0
Q9UBF6,Q9Y297,1
Q9NYJ8,Q14258,1
P20963,P51991,1
O75787,Q96G25,0
P55072,Q70UQ0,0
Q39024,Q9C5Z1,1
Q9BUH8,O95990,1
P29590,P04843,0
Q9UIA9,Q9UQ80,1
Q12962,P24666,0
Q15637,P10636,0
P31350,Q53EZ4,0
Q9SYQ8,P46014,1
Q96RG2,Q8NC42,0
Q92667,Q13608,1
P62316,Q15036,0
Q15020,O00257,0
P09936,Q99417,0
P60606,Q96B97,0
Q6IBL2,P32121,0
Q9H6T3,P31948,0
Q99584,P58340,0
O95163,Q5T8Z1,0
Q15393,Q9UNK0,0
Q9LVG4,Q9CAV6,1
Q9S744,Q9SGN7,1
P69905,P50402,0
Q96283,Q9LDN1,1
P11801,Q16543,1
Q9FMX2,Q9ZW36,1
Q13823,Q8TAD8,1
Q9UI12,Q13794,0
Q9LX88,Q9M339,1
Q9LTB8,Q2V452,1
Q9NPG8,Q7Z434,1
Q5HZ36,Q9SRH9,1
Q8W1D5,Q8RWE9,1
P34947,Q96T76,1
O95251,O00410,1
Q9BQD3,Q99661,1
Q9FLP5,Q9STY6,1
Q5RL73,P78362,0
Q7Z5N2,P68400,0
O60930,P17152,1
Q08495,Q92979,0
O14746,Q92630,1
Q9Y228,P30154,1
Q8N3E9,Q9P2H3,0
Q9Y2X7,O95571,0
Q8NFZ5,Q8NEZ2,1
P17094,P59230,1
Q4G0J3,Q14684,1
Q8NFZ5,Q9H2J7,0
Q9FML2,Q9CAE3,1
Q15427,P57075,1
Q8N5D0,Q00059,0
Q96RR1,A0JLT2,0
Q14318,Q9UIL1,0
P35080,O14530,0
Q96G25,P51513,0
Q96BY9,O15209,0
Q13627,P51572,1
Q13501,P06576,1
Q9LNU4,Q1EC66,1
P25205,Q8IUD2,0
P55072,Q9BTW9,1
Q84N34,Q9FMD7,1
P51116,P52735,0
P25865,Q9LJD7,1
Q9UJY1,P58340,1
O95219,Q16864,0
Q12846,Q9NRW7,1
Q03518,Q13873,0
P18848,Q14240,0
O43676,P47736,0
Q8GW19,Q9FM10,1
Q94F58,Q8VYE4,1
Q9Y2D8,P09874,0
Q8IXM7,O95429,1
Q940H3,Q07488,1
Q13469,Q86UE8,1
P05060,Q9C086,0
P14902,Q9NX58,0
P48006,Q39237,1
Q4G0J3,O15226,1
Q9NS87,Q13616,0
P24539,Q15393,0
Q76MU0,O60925,0
Q9LJM4,C0LGE0,1
Q99614,Q14498,0
Q9BXM7,Q86V48,1
Q5JR59,Q9BT92,1
Q15056,Q96EP1,0
Q6GVN4,Q13098,0
P40763,P17948,1
Q9GZU0,P61513,0
Q676U5,P07949,0
Q9LVU1,Q9LZQ0,1
Q9BYV6,Q53RE8,1
Q15486,O60762,0
Q9SEI3,Q9LT08,1
Q9BUB5,Q13620,0
Q9BV68,Q99816,1
P93022,Q9XFM0,1
Q9BYF1,Q3SXY8,1
P52735,Q9UPN9,0
O75439,Q9UMR2,0
Q8LAZ7,Q39103,1
C0LGS3,Q9M9S4,1
Q9Y383,Q9NW64,1
Q9H9L3,Q86UY6,0
P22953,O23140,1
Q9P2H0,Q9BRR6,0
O60313,P61764,1
Q13617,Q9Y3Z3,1
Q4G0J3,Q01081,1
Q86XL3,Q8TBB1,0
Q6IQ23,Q12904,1
O43676,P63261,0
Q9LSP7,Q9LDC0,1
Q9SU78,Q9FML2,1
P61964,P35606,1
Q9LET0,O24646,1
Q8NCN4,Q9BW19,1
Q96IZ0,Q8TBE7,0
Q13064,Q86Y13,1
P07196,Q8N865,1
Q14677,Q96CV9,0
Q7Z6L0,O95182,0
Q66GS9,Q9Y6E0,1
Q9Y5M8,Q8N9T8,0
Q9NP31,Q9Y575,1
P46527,P33240,0
Q8WW34,Q96GG9,1
O22775,A7XDQ9,1
Q9SKX8,Q8VYF1,1
Q96MF7,P42338,0
Q86VK4,Q9Y5S9,1
Q93WC4,Q8RYC8,1
Q86VM9,Q96QZ7,0
P49736,P35998,1
Q16186,Q13200,1
P11801,Q14684,1
Q9LHP1,P59223,1
Q92734,P15880,0
O00488,Q9NS23,0
P13569,O95373,1
Q14194,P32121,0
Q96G97,Q9HC98,1
Q9BZV1,Q2NKX8,1
O04719,O80920,1
Q39024,Q9SAH7,1
P52732,P79522,1
Q9H1J1,Q13228,0
P63162,P06746,0
Q5U5X0,Q9GZT6,0
P78537,P18206,0
Q5BJF6,Q86TW2,0
Q9NY26,P50336,0
Q14194,Q93077,0
P46734,P49736,0
Q92667,P51572,1
Q9H0A6,Q9NY93,0
Q92804,Q9UKV3,1
P52272,Q86TS9,0
Q39255,Q9C9W9,1
P46199,Q5W0U4,0
Q15386,P61978,1
P46734,Q8N122,0
O22768,Q93Y00,1
Q15029,Q9UHX1,1
Q9FLF0,P46286,1
Q02241,Q9BQA1,0
Q14257,P09211,0
Q8VYA5,Q1PDV2,1
Q9BRS2,P52701,1
Q9ZWT2,Q9FE59,1
P50613,Q9P0L0,0
Q86UY6,Q5W5X9,0
Q9LQ55,Q9ZVI7,1
Q9H0Q3,Q13148,0
O75558,Q5VV52,0
Q03393,Q9UBS4,0
Q8NHP6,Q9HBD1,0
Q9BYZ6,Q9UEU0,0
P25786,P55209,0
Q13620,Q13387,0
O80345,Q9C9U2,1
P60468,Q9H3P7,1
Q53EZ4,Q9UL15,0
P07196,P62851,0
O75822,Q6IA98,0
P36957,Q96R06,0
Q9Y4Y9,Q05086,1
Q9HBF4,O75616,1
P51413,Q9C9C5,1
Q96S44,Q96L93,0
Q9NW13,Q9NRF2,0
Q6I9Y2,Q8TAF3,1
P10721,Q99961,1
Q92667,Q92575,1
Q9MAL9,O81001,1
Q8WV28,Q13191,1
O75771,P49736,0
Q96B97,Q8IU81,1
O14576,P62258,0
Q9BVP2,Q8NBJ7,0
Q9UGI0,Q8WVV9,0
P23142,P62879,0
Q9UQL6,P62258,1
Q9SYT0,O81077,1
P93026,Q8VY07,1
Q96AX1,Q96L93,1
Q9NVK5,O14776,1
Q8TF76,O43795,1
Q39026,Q9CAR4,1
Q15287,Q96JZ2,0
Q9H8V3,Q96PM5,0
Q8WZA0,P12956,0
Q9HCE1,Q63ZY3,0
O00559,Q8WU20,1
Q66GS9,O60341,0
Q9Y2S7,Q9UBW8,0
Q1PES7,Q3E703,1
Q9BYD3,Q8IUR7,1
Q9Y2I6,P26885,0
Q8N357,Q9BRR6,0
C0LGW2,Q8W4I4,1
P33992,Q14244,0
Q14181,Q9HC16,0
C0LGW2,O22938,1
Q96K80,Q96PU8,1
O75427,P51784,0
Q12986,Q00987,0
P53621,P46778,0
P13569,Q6UWP8,1
P30566,Q5W0U4,1
Q86XP3,Q9UI12,1
Q9BQI3,Q96CS2,0
Q7XYY2,Q8VYM0,1
P62318,Q9UHB9,0
Q13618,Q3MHD2,1
Q96RP9,Q8TD55,0
Q16659,P60174,1
Q14684,P33992,1
Q9BTE6,Q15645,1
Q8N122,Q9P2M7,1
Q9BYN8,Q9Y3D9,1
O43663,O00217,0
O94993,P14866,0
Q00613,P12956,1
Q8N1A0,Q9Y2R5,0
P54252,P62316,1
P61201,P29590,0
P13497,P48304,0
Q13620,Q9Y282,0
P01111,Q7Z478,0
Q9S744,Q9FJK3,1
Q8LCL3,Q4PSL7,1
Q8TEW0,P49757,1
Q13615,P78362,0
O65607,O24617,1
P09496,O95208,1
P62310,O94864,0
Q92805,Q86T90,1
Q99436,O00541,0
O43390,O43586,1
Q9SJ81,P43286,1
P60520,P06396,0
P49757,Q9NS91,0
Q9C0C7,P25786,1
Q96TC7,Q9GZY8,1
A4D1P6,Q9NX09,0
Q9Y5U2,P62314,1
P42696,Q9UJY1,0
P56545,P53621,1
Q13191,O43809,0
O60832,P58340,0
Q4V328,Q9Y250,0
P12956,P10636,0
Q5T0N5,Q6IBM8,0
O60262,P01033,0
Q14181,P04183,0
O04209,Q8LPL6,1
O15294,Q9H0U9,1
P23284,P84077,0
Q15836,P78560,0
Q8NDT2,Q9Y5S9,1
Q9S744,Q9SSF8,1
P67775,Q9UQ80,1
Q9BXA7,Q9UJT2,1
Q66GS9,O15143,0
Q9BQ67,Q9NW13,1
Q940B0,P46286,1
P22061,Q9H8Y8,1
Q96292,Q1EC66,1
Q9Y233,Q6EMB2,0
Q02878,Q96D98,0
Q4V328,Q92561,0
Q9SRH6,Q8VZU2,1
Q96B02,O00560,0
Q13825,Q5TC12,1
Q9SH71,Q9ZQR3,1
Q16666,Q9BRS2,1
Q92625,Q9UH99,0
Q12933,P51116,1
Q9SHI7,Q9FFB7,1
Q9Y250,O43663,0
Q9Y5U2,Q9BX66,0
Q9HCE1,O14730,1
Q8NDT2,Q92575,0
P25205,Q9NPJ6,0
Q9ULU8,Q6IAN1,0
O15530,Q9GZQ8,0
Q5QP82,Q86VM9,0
P61837,Q8VZU2,1
P56545,P68400,0
Q92993,P35609,0
P51419,Q42064,1
Q9LNK1,O23140,1
O75947,P62826,0
Q8VYS5,Q0PW40,1
O75528,O76071,0
P98175,Q75N03,1
P93654,Q9SA23,1
Q84N34,Q8GXK5,1
P09467,Q75LP0,0
Q13523,O95235,0
Q9HD33,Q01844,0
O43583,Q6IAM7,0
P09497,P28290,0
P08621,P40938,1
P63261,P13497,0
F4K493,Q9XI47,1
P29692,Q6PGQ7,0
O76061,Q96CS7,0
Q13131,Q8WXW3,0
Q9Y2Z9,Q96D98,0
Q9HC77,Q9NRC1,0
Q05519,Q9BYV6,1
P04629,Q9UBC2,1
P49736,O95429,1
Q15051,Q96IZ5,0
Q15528,Q99519,0
P03950,Q06609,0
Q8N1A0,O75934,1
Q86YT6,P42336,0
Q8N5W9,Q9HBT7,0
P08621,Q9BSJ2,0
Q8LPK5,Q9SYS3,1
P32969,Q9BY11,0
Q94CG2,Q9FVV9,1
Q9BRR6,P63272,0
O95295,Q8IYT8,0
P24100,Q2V3B2,1
Q01105,O00267,1
Q94AF0,F4KDH9,1
O00221,P43405,0
Q13616,Q9P1Y5,0
Q14511,Q15382,1
Q13618,O15226,1
Q9UQ03,Q6N063,0
Q96MW5,Q9Y6G3,0
O43482,Q9NX70,1
Q96GM8,P20226,0
Q96MY7,Q4G0J3,0
Q96P50,Q99567,0
O60493,Q92956,0
Q15831,Q05086,0
Q9MAT0,Q8GYA6,1
Q9P2R7,Q10567,0
P10636,Q96CS2,1
Q96BZ8,P01215,0
Q3KP44,Q9NNW5,1
O95704,P16284,0
Q9NW82,Q9NRI5,0
Q02241,P60900,0
Q12772,O75899,0
Q94AA9,O49782,1
Q8N488,O60716,1
Q9LUZ4,Q9C9L2,1
Q8L9S0,Q9FK28,1
Q9LMN8,Q9LDT0,1
Q13620,Q16630,1
P60468,P36894,1
Q99747,P46459,1
P12956,P14866,0
Q14240,P49771,0
Q9BYM8,Q5W5X9,1
Q9ULD6,Q13418,0
Q8NFJ9,Q9BXC9,1
Q9Y276,Q9UJX4,0
Q9NW82,O43752,0
Q9NQW6,Q9Y6M4,1
Q53EL9,Q9H8M9,0
P49321,O60884,0
Q08379,Q16543,1
Q9LJE4,Q8L7B5,1
P60520,Q15286,0
Q13501,Q9P2A4,0
Q14289,P07948,1
Q9SAV0,Q9LHJ8,1
Q08379,Q5SZQ8,0
Q8WV44,Q8N159,0
Q9FWX7,Q1EC66,1
Q5JTZ9,Q58EX7,0
Q16891,P48357,0
P18124,P22314,0
Q13501,Q8IXT5,1
P01111,Q86UK7,0
Q9FL63,Q9S7I6,1
Q07666,Q9Y263,1
Q9NPE2,O60381,0
P08581,Q86UY6,0
O80605,Q9LD37,1
Q9NTG7,P53779,0
O43318,P30084,1
Q9S7W5,Q1PFE1,1
Q9Y282,O15155,1
Q6PGQ7,Q9BWV1,0
P59469,Q9FE25,1
Q8LCL3,Q9FDZ9,1
Q96BT3,Q9H4M7,0
P22234,Q9BXJ8,0
Q99417,O14777,1
O04425,Q9SJN0,1
P02545,Q9Y574,0
P93823,Q9FPR3,1
P38936,P04844,0
Q6ZUS5,O60341,1
Q9BZB8,Q5T8D3,0
Q9C7D7,Q9ZPR4,1
O94953,O14737,0
P62314,Q9Y572,0
Q8H0W2,Q84JU6,1
Q9UKY1,Q13523,1
P52732,Q14152,1
Q39026,C0SVM5,1
Q8WXK3,Q15005,0
Q8N137,P46937,0
P14866,Q16512,1
O14775,O60262,0
Q9C5W9,Q9XFM0,1
Q969H0,Q9UM54,0
Q93VI3,Q9SMT4,1
Q9FMF5,P93025,1
O04719,Q8S8E3,1
P20936,Q15528,0
Q9H0H5,Q6PKC3,1
Q6IAM1,P11161,0
Q15029,Q9NSV4,1
Q92734,Q86TG7,0
Q00613,Q96GR4,0
P36542,Q13526,0
Q6PK04,P50336,0
O60306,Q8N5V2,0
Q16666,Q8TBK6,0
Q9C5W9,O24409,1
Q9BRS2,P09012,1
P52815,O14579,0
Q94CG2,C0LGD9,1
P12757,Q9H422,1
Q96CD2,O94967,0
P06576,P62158,0
Q9NRI5,Q12904,0
O95544,Q9BTE6,0
P62995,O43765,0
O60313,Q92575,1
Q9BTE6,P46934,0
P52597,Q15029,1
O60256,P05109,0
O14976,Q9Y2J2,0
O75925,Q99816,1
P60468,Q8N5F7,0
Q96EZ8,Q16543,0
P25786,Q99490,0
Q9HC98,Q9NPJ6,0
Q8IYI8,Q7Z4K8,0
P51430,Q93VG5,1
Q13352,P23528,0
Q96JB3,P63146,0
Q5JSH3,Q99541,0
Q969H0,Q9Y6M1,1
P29597,Q13625,1
Q9FI13,Q01908,1
O23379,Q8S8P5,1
Q9NVU0,Q9NUG6,1
Q9LKA3,O65202,1
P34066,Q42134,1
Q04446,P05408,0
Q9SRM4,Q6DBP8,1
P34897,P53618,1
O95235,Q9H0U9,1
Q6PGQ7,Q96BY9,0
Q9LUV2,Q6NMB6,1
P49755,O15155,0
Q9NY26,Q15904,0
Q08945,O95466,0
Q9M1K0,Q0V7X4,1
Q9Y276,P51784,0
O60832,Q8NCC3,0
Q96MY7,Q7L8J4,1
O23515,Q8VYK6,1
Q9H2G9,Q9BSW7,1
Q9H8V3,P25705,1
Q9UI12,P13196,0
P49736,P13639,1
O15355,P29074,0
P30050,Q96G74,0
Q9H3P7,Q5EB52,0
Q9SKI2,Q5PNU3,1
P18621,P42330,0
Q14566,Q9NX70,0
Q14677,P23246,0
Q9Y237,Q9NWN3,0
P53621,Q9H9L3,0
Q86TS9,Q9NPF5,0
P49321,P31948,1
P62826,Q70UQ0,1
P05090,Q15005,0
P52306,Q9UII2,0
P07196,Q96T49,1
Q8RWZ7,Q8LEK2,1
Q6NQ88,Q9M0V3,1
Q96BZ8,Q8N5W9,0
Q13501,Q9BVQ7,1
Q9C5X0,Q9ZTX9,1
Q9LSP7,Q8GXJ4,1
Q96G01,Q12934,0
Q12965,Q9NNX1,0
Q9NRA8,P12956,1
P29590,Q99961,1
P09496,Q8NHV4,1
P09467,Q99567,0
Q99683,Q12933,1
P32970,Q96AX1,0
Q9H8V3,O75083,1
Q96R06,Q9P0N5,0
Q86UW9,P04843,0
Q9ZSY8,P93024,1
Q9Y5Q9,O75410,0
O23365,Q38942,1
P60040,Q9SIP7,1
C0LGW2,Q9M129,1
P14174,Q9H8M9,0
Q13275,O43657,0
P80098,P60900,0
P42733,Q93VG5,1
Q9NPI5,Q8IWE5,0
Q15262,P63162,0
Q15714,Q9Y3A3,0
P40429,P53992,1
Q9UKR5,Q86YD1,0
O60504,Q9NV31,1
P35568,O15530,1
Q99728,P49959,1
P55737,Q9LN63,1
O81826,Q9AR19,1
Q96CS2,O75069,0
Q9ULW0,Q9UKE5,0
P19838,Q99615,1
Q9UQN3,Q05193,0
P61769,P62308,0
Q12959,Q86SQ0,0
Q6DBG8,Q6DBG8,1
Q15233,Q9H169,0
P21246,Q92782,0
P25705,P43243,1
P06576,Q15758,0
Q9SLG0,Q58CM8,1
P05090,P11230,0
P20290,Q53EZ4,1
